name,region,year,income,population,lifeExpectancy
Togo,Sub-Saharan Africa,2002,886.22,4977378.0,60.28
Togo,Sub-Saharan Africa,2003,907.24,5114524.0,60.6
Togo,Sub-Saharan Africa,2004,903.34,5255320.0,60.96
Togo,Sub-Saharan Africa,2005,888.0,5399991.0,61.36
Togo,Sub-Saharan Africa,2006,900.26,5548702.0,61.77
Togo,Sub-Saharan Africa,2007,895.17,5701579.0,62.18
Togo,Sub-Saharan Africa,2008,888.41,5858673.0,62.57
Uganda,Sub-Saharan Africa,1990,661.3,17074034.0,47.91
Uganda,Sub-Saharan Africa,1991,646.06,17651716.0,47.27
Uganda,Sub-Saharan Africa,1992,644.17,18252190.0,46.65
Uganda,Sub-Saharan Africa,1993,674.24,18903138.0,46.09
Uganda,Sub-Saharan Africa,1994,693.03,19566609.0,45.64
Uganda,Sub-Saharan Africa,1995,755.16,20094075.0,45.34
Uganda,Sub-Saharan Africa,1996,799.01,20623835.0,45.22
Uganda,Sub-Saharan Africa,1997,816.56,21210254.0,45.26
Uganda,Sub-Saharan Africa,1998,830.71,21829118.0,45.46
Uganda,Sub-Saharan Africa,1999,865.83,22535846.0,45.81
Uganda,Sub-Saharan Africa,2000,881.21,23248553.0,46.31
Uganda,Sub-Saharan Africa,2001,896.54,23970202.0,46.95
Uganda,Sub-Saharan Africa,2002,927.72,24739869.0,47.7
Uganda,Sub-Saharan Africa,2003,937.6,25556448.0,48.52
Uganda,Sub-Saharan Africa,2004,959.71,26390258.0,49.38
Uganda,Sub-Saharan Africa,2005,991.0,27269482.0,50.25
Uganda,Sub-Saharan Africa,2006,1059.73,28195754.0,51.11
Uganda,Sub-Saharan Africa,2007,1108.95,29170398.0,51.94
Uganda,Sub-Saharan Africa,2008,1163.64,30214531.0,52.73
Zambia,Sub-Saharan Africa,1990,1299.99,7941694.0,51.12
Zambia,Sub-Saharan Africa,1991,1264.81,8162612.0,50.53
Zambia,Sub-Saharan Africa,1992,1210.88,8381163.0,49.77
Zambia,Sub-Saharan Africa,1993,1261.3,8593282.0,48.85
Zambia,Sub-Saharan Africa,1994,1067.93,8800157.0,47.81
Zambia,Sub-Saharan Africa,1995,1017.79,9001866.0,46.69
Zambia,Sub-Saharan Africa,1996,1060.55,9201909.0,45.55
Zambia,Sub-Saharan Africa,1997,1071.35,9417789.0,44.45
Zambia,Sub-Saharan Africa,1998,1027.23,9636385.0,43.45
Zambia,Sub-Saharan Africa,1999,1025.58,9863137.0,42.63
Zambia,Sub-Saharan Africa,2000,1035.9,10116606.0,42.04
Zambia,Sub-Saharan Africa,2001,1059.73,10373871.0,41.72
Zambia,Sub-Saharan Africa,2002,1071.61,10595811.0,41.67
Zambia,Sub-Saharan Africa,2003,1105.23,10799220.0,41.86
Zambia,Sub-Saharan Africa,2004,1140.76,11025690.0,42.27
Zambia,Sub-Saharan Africa,2005,1175.0,11261795.0,42.88
Zambia,Sub-Saharan Africa,2006,1218.75,11502010.0,43.66
Zambia,Sub-Saharan Africa,2007,1333.61,11746035.0,44.54
Zambia,Sub-Saharan Africa,2008,1382.47,11993403.0,45.47
Zimbabwe,Sub-Saharan Africa,1990,761.5,10152933.0,60.76
Zimbabwe,Sub-Saharan Africa,1991,782.09,10429405.0,59.89
Zimbabwe,Sub-Saharan Africa,1992,693.42,10704340.0,58.65
Zimbabwe,Sub-Saharan Africa,1993,686.67,10950080.0,57.07
Zimbabwe,Sub-Saharan Africa,1994,719.99,11049617.0,55.21
Zimbabwe,Sub-Saharan Africa,1995,717.36,11111992.0,53.13
Zimbabwe,Sub-Saharan Africa,1996,781.5,11260802.0,50.93
Zimbabwe,Sub-Saharan Africa,1997,792.45,11404948.0,48.73
Zimbabwe,Sub-Saharan Africa,1998,806.31,11534135.0,46.66
Zimbabwe,Sub-Saharan Africa,1999,792.76,11649168.0,44.82
Zimbabwe,Sub-Saharan Africa,2000,745.77,11751323.0,43.32
Zimbabwe,Sub-Saharan Africa,2001,719.96,11844109.0,42.23
Zimbabwe,Sub-Saharan Africa,2002,672.04,11926563.0,41.54
Zimbabwe,Sub-Saharan Africa,2003,598.24,12004576.0,41.22
Zimbabwe,Sub-Saharan Africa,2004,571.74,12083553.0,41.28
Zimbabwe,Sub-Saharan Africa,2005,538.0,12160782.0,41.68
Zimbabwe,Sub-Saharan Africa,2006,517.35,12236805.0,42.4
Zimbabwe,Sub-Saharan Africa,2007,498.8,12311143.0,43.36
Zimbabwe,Sub-Saharan Africa,2008,426.62,12382920.0,44.49
Afghanistan,South Asia,1990,709.5,14669339.0,41.32
Afghanistan,South Asia,1991,705.45,14871963.0,41.46
Afghanistan,South Asia,1992,649.34,16317921.0,41.58
Afghanistan,South Asia,1993,558.85,18371583.0,41.67
Afghanistan,South Asia,1994,500.45,19900668.0,41.72
Afghanistan,South Asia,1995,601.87,20881480.0,41.75
Afghanistan,South Asia,1996,617.91,21559923.0,41.76
Afghanistan,South Asia,1997,635.34,22227415.0,41.75
Afghanistan,South Asia,1998,653.3,22912814.0,41.75
Afghanistan,South Asia,1999,670.99,23646128.0,41.77
Afghanistan,South Asia,2000,663.91,23898198.0,41.83
Afghanistan,South Asia,2001,595.04,23997412.0,41.93
Afghanistan,South Asia,2002,726.73,25268405.0,42.09
Afghanistan,South Asia,2003,785.13,27060359.0,42.3
Afghanistan,South Asia,2004,804.72,28513677.0,42.57
Afghanistan,South Asia,2005,874.0,29928987.0,42.88
Afghanistan,South Asia,2006,910.38,31056997.0,43.23
Afghanistan,South Asia,2007,1012.61,31889923.0,43.58
Afghanistan,South Asia,2008,1019.36,32738376.0,43.94
Bangladesh,South Asia,1990,799.0,109896945.0,53.98
Bangladesh,South Asia,1991,810.0,111935847.0,54.64
Bangladesh,South Asia,1992,838.0,113704579.0,55.34
Bangladesh,South Asia,1993,863.0,115447696.0,56.06
Bangladesh,South Asia,1994,884.0,117279697.0,56.8
Bangladesh,South Asia,1995,913.0,119186448.0,57.56
Bangladesh,South Asia,1996,939.0,121189286.0,58.32
Bangladesh,South Asia,1997,973.0,123315288.0,59.09
Bangladesh,South Asia,1998,1005.0,125572731.0,59.84
Bangladesh,South Asia,1999,1035.0,127943283.0,60.58
Bangladesh,South Asia,2000,1075.0,130406594.0,61.29
Bangladesh,South Asia,2001,1110.0,132974813.0,61.99
Bangladesh,South Asia,2002,1136.0,135656790.0,62.67
Bangladesh,South Asia,2003,1172.0,138448210.0,63.33
Bangladesh,South Asia,2004,1221.0,141340476.0,63.97
Bangladesh,South Asia,2005,1268.0,144319628.0,64.58
Bangladesh,South Asia,2006,1326.0,147365352.0,65.15
Bangladesh,South Asia,2007,1384.0,150448339.0,65.67
Bangladesh,South Asia,2008,1441.0,153546901.0,66.14
Bhutan,South Asia,1990,1782.04,1597719.0,52.47
Bhutan,South Asia,1991,1804.67,1635161.0,53.24
Bhutan,South Asia,1992,1904.18,1673428.0,54.05
Bhutan,South Asia,1993,1989.17,1712504.0,54.89
Bhutan,South Asia,1994,2149.47,1752368.0,55.75
Bhutan,South Asia,1995,2317.07,1793012.0,56.65
Bhutan,South Asia,1996,2456.12,1834341.0,57.57
Bhutan,South Asia,1997,2561.51,1876236.0,58.52
Bhutan,South Asia,1998,2656.05,1918669.0,59.48
Bhutan,South Asia,1999,2790.21,1961642.0,60.43
Bhutan,South Asia,2000,2922.11,2005222.0,61.36
Bhutan,South Asia,2001,3045.89,2049412.0,62.22
Bhutan,South Asia,2002,3256.02,2094176.0,63.0
Bhutan,South Asia,2003,3406.36,2139549.0,63.7
Bhutan,South Asia,2004,3545.99,2185569.0,64.3
Bhutan,South Asia,2005,3694.0,2232291.0,64.82
Bhutan,South Asia,2006,3845.06,2279723.0,65.26
Bhutan,South Asia,2007,4520.52,2327849.0,65.67
Bhutan,South Asia,2008,4670.97,2376680.0,66.05
India,South Asia,1990,1160.0,839000000.0,58.2
India,South Asia,1991,1150.0,856000000.0,58.45
India,South Asia,1992,1186.0,872000000.0,58.72
India,South Asia,1993,1227.0,891000000.0,59.0
India,South Asia,1994,1290.0,908000000.0,59.3
India,South Asia,1995,1354.0,927000000.0,59.62
India,South Asia,1996,1433.0,943000000.0,59.95
India,South Asia,1997,1475.0,959000000.0,60.28
India,South Asia,1998,1543.0,975000000.0,60.61
India,South Asia,1999,1607.0,991691000.0,60.94
India,South Asia,2000,1648.0,1007702000.0,61.26
India,South Asia,2001,1714.0,1023590000.0,61.56
India,South Asia,2002,1754.0,1034172547.0,61.86
India,South Asia,2003,1872.0,1049700118.0,62.15
India,South Asia,2004,1981.0,1065070607.0,62.45
India,South Asia,2005,2126.0,1080264388.0,62.74
India,South Asia,2006,2300.0,1095351995.0,63.04
India,South Asia,2007,2478.0,1110396331.0,63.35
India,South Asia,2008,2622.0,1125368288.0,63.68
Maldives,South Asia,1990,2099.77,216401.0,60.23
Maldives,South Asia,1991,2192.57,224107.0,60.49
Maldives,South Asia,1992,2261.8,232026.0,60.78
Maldives,South Asia,1993,2334.22,240147.0,61.13
Maldives,South Asia,1994,2424.26,248459.0,61.55
Maldives,South Asia,1995,2533.7,256949.0,62.07
Maldives,South Asia,1996,2696.2,265592.0,62.71
Maldives,South Asia,1997,2945.77,274366.0,63.44
Maldives,South Asia,1998,3159.42,283271.0,64.26
Maldives,South Asia,1999,3345.16,292307.0,65.13
Maldives,South Asia,2000,3433.5,301475.0,66.04
Maldives,South Asia,2001,3488.21,310764.0,66.94
Maldives,South Asia,2002,3643.83,320165.0,67.81
Maldives,South Asia,2003,3919.91,329684.0,68.62
Maldives,South Asia,2004,4296.72,339330.0,69.35
Maldives,South Asia,2005,4017.0,349106.0,70.0
Maldives,South Asia,2006,4598.79,359008.0,70.56
Maldives,South Asia,2007,4931.92,369031.0,71.07
Maldives,South Asia,2008,5240.39,379174.0,71.52
Nepal,South Asia,1990,852.69,19325207.0,53.92
Nepal,South Asia,1991,884.4,19818809.0,54.54
Nepal,South Asia,1992,897.74,20326209.0,55.2
Nepal,South Asia,1993,909.05,20845700.0,55.91
Nepal,South Asia,1994,959.49,21372585.0,56.67
Nepal,South Asia,1995,968.55,21907276.0,57.47
Nepal,South Asia,1996,995.5,22450069.0,58.32
Nepal,South Asia,1997,1010.89,23001113.0,59.18
Nepal,South Asia,1998,1005.27,23560320.0,60.03
Nepal,South Asia,1999,1014.02,24127391.0,60.87
Nepal,South Asia,2000,1054.79,24702119.0,61.69
Nepal,South Asia,2001,1085.11,25284463.0,62.47
Nepal,South Asia,2002,1057.21,25873917.0,63.23
Nepal,South Asia,2003,1065.44,26469569.0,63.95
Nepal,South Asia,2004,1079.3,27070666.0,64.63
Nepal,South Asia,2005,1081.0,27676547.0,65.25
Nepal,South Asia,2006,1106.58,28287147.0,65.81
Nepal,South Asia,2007,1132.53,28901790.0,66.31
Nepal,South Asia,2008,1181.59,29519114.0,66.74
Pakistan,South Asia,1990,1826.0,114578478.0,60.56
Pakistan,South Asia,1991,1875.0,117653767.0,60.85
Pakistan,South Asia,1992,1972.0,120065004.0,61.14
Pakistan,South Asia,1993,1967.0,122487513.0,61.46
Pakistan,South Asia,1994,1991.0,125491984.0,61.79
Pakistan,South Asia,1995,2038.0,128690285.0,62.13
Pakistan,South Asia,1996,2081.0,132146638.0,62.49
Pakistan,South Asia,1997,2049.0,135564834.0,62.85
Pakistan,South Asia,1998,2050.0,139007774.0,63.21
Pakistan,South Asia,1999,2073.0,142461389.0,63.56
Pakistan,South Asia,2000,2086.0,146342958.0,63.91
Pakistan,South Asia,2001,2069.0,150334765.0,64.25
Pakistan,South Asia,2002,2093.0,153403524.0,64.58
Pakistan,South Asia,2003,2153.0,156127453.0,64.91
Pakistan,South Asia,2004,2270.0,159196336.0,65.23
Pakistan,South Asia,2005,2396.0,162419946.0,65.55
Pakistan,South Asia,2006,2497.0,165803560.0,65.88
Pakistan,South Asia,2007,2591.0,169270617.0,66.2
Pakistan,South Asia,2008,2598.0,172730891.0,66.52
Sri Lanka,South Asia,1990,2019.4,17192896.0,69.42
Sri Lanka,South Asia,1991,2088.24,17390974.0,69.6
Sri Lanka,South Asia,1992,2153.74,17587060.0,69.69
Sri Lanka,South Asia,1993,2271.55,17825536.0,69.67
Sri Lanka,South Asia,1994,2365.6,18075443.0,69.56
Sri Lanka,South Asia,1995,2464.51,18304268.0,69.43
Sri Lanka,South Asia,1996,2529.76,18509760.0,69.38
Sri Lanka,South Asia,1997,2664.48,18698655.0,69.48
Sri Lanka,South Asia,1998,2762.24,18884614.0,69.79
Sri Lanka,South Asia,1999,2853.81,19064642.0,70.29
Sri Lanka,South Asia,2000,2997.69,19238575.0,70.95
Sri Lanka,South Asia,2001,2925.52,19408635.0,71.67
Sri Lanka,South Asia,2002,3015.38,19576783.0,72.35
Sri Lanka,South Asia,2003,3166.6,19742439.0,72.93
Sri Lanka,South Asia,2004,3310.2,19905165.0,73.37
Sri Lanka,South Asia,2005,3481.0,20064776.0,73.66
Sri Lanka,South Asia,2006,3718.72,20222240.0,73.85
Sri Lanka,South Asia,2007,3940.58,20378239.0,73.97
Sri Lanka,South Asia,2008,4142.53,20532150.0,74.1
Algeria,Middle East & North Africa,1990,5244.51,25093154.0,67.0
Algeria,Middle East & North Africa,1991,5061.3,25689444.0,67.36
Algeria,Middle East & North Africa,1992,5023.22,26298373.0,67.67
Algeria,Middle East & North Africa,1993,4800.32,26914091.0,67.94
Algeria,Middle East & North Africa,1994,4652.84,27517041.0,68.2
Algeria,Middle East & North Africa,1995,4732.43,28082573.0,68.47
Algeria,Middle East & North Africa,1996,4824.21,28595073.0,68.75
Algeria,Middle East & North Africa,1997,4797.3,29072015.0,69.06
Algeria,Middle East & North Africa,1998,4965.23,29521270.0,69.38
Algeria,Middle East & North Africa,1999,5048.62,29962690.0,69.73
Algeria,Middle East & North Africa,2000,5098.85,30409300.0,70.08
Algeria,Middle East & North Africa,2001,5156.45,30851518.0,70.44
Algeria,Middle East & North Africa,2002,5288.04,31287142.0,70.79
Algeria,Middle East & North Africa,2003,5576.85,31713719.0,71.12
Algeria,Middle East & North Africa,2004,5790.97,32129324.0,71.42
Algeria,Middle East & North Africa,2005,6011.0,32531853.0,71.7
Algeria,Middle East & North Africa,2006,5969.05,32930091.0,71.96
Algeria,Middle East & North Africa,2007,6040.89,33333216.0,72.2
Algeria,Middle East & North Africa,2008,6175.1,33739635.0,72.44
Bahrain,Middle East & North Africa,1990,17860.39,500476.0,71.73
Bahrain,Middle East & North Africa,1991,18146.86,515234.0,72.1
Bahrain,Middle East & North Africa,1992,19035.58,529491.0,72.46
Bahrain,Middle East & North Africa,1993,20065.77,543998.0,72.79
Bahrain,Middle East & North Africa,1994,19499.26,558397.0,73.09
Bahrain,Middle East & North Africa,1995,19759.06,572639.0,73.36
Bahrain,Middle East & North Africa,1996,20101.55,586047.0,73.61
Bahrain,Middle East & North Africa,1997,20292.02,598561.0,73.82
Bahrain,Middle East & North Africa,1998,20834.14,610767.0,74.02
Bahrain,Middle East & North Africa,1999,21317.72,622634.0,74.21
Bahrain,Middle East & North Africa,2000,22015.32,634137.0,74.38
Bahrain,Middle East & North Africa,2001,22630.44,645361.0,74.56
Bahrain,Middle East & North Africa,2002,23403.56,656397.0,74.72
Bahrain,Middle East & North Africa,2003,24686.46,667238.0,74.89
Bahrain,Middle East & North Africa,2004,25659.68,677886.0,75.06
Bahrain,Middle East & North Africa,2005,27236.0,688345.0,75.23
Bahrain,Middle East & North Africa,2006,28478.46,698585.0,75.4
Bahrain,Middle East & North Africa,2007,30173.04,708573.0,75.57
Bahrain,Middle East & North Africa,2008,31391.38,718306.0,75.73
Djibouti,Middle East & North Africa,1990,2487.04,366088.0,50.82
Djibouti,Middle East & North Africa,1991,2438.6,375227.0,51.14
Djibouti,Middle East & North Africa,1992,2377.16,384156.0,51.47
Djibouti,Middle East & North Africa,1993,2231.57,393258.0,51.81
Djibouti,Middle East & North Africa,1994,2159.36,402548.0,52.16
Djibouti,Middle East & North Africa,1995,2052.06,409366.0,52.5
Djibouti,Middle East & North Africa,1996,1927.09,413627.0,52.8
Djibouti,Middle East & North Africa,1997,1895.02,417908.0,53.06
Djibouti,Middle East & North Africa,1998,1875.74,422202.0,53.27
Djibouti,Middle East & North Africa,1999,1901.12,426507.0,53.44
Djibouti,Middle East & North Africa,2000,1894.04,430822.0,53.57
Djibouti,Middle East & North Africa,2001,1899.26,437778.0,53.7
Djibouti,Middle East & North Africa,2002,1908.26,447416.0,53.83
Djibouti,Middle East & North Africa,2003,1931.6,457130.0,54.0
Djibouti,Middle East & North Africa,2004,1942.69,466900.0,54.2
Djibouti,Middle East & North Africa,2005,1964.0,476703.0,54.46
Djibouti,Middle East & North Africa,2006,2008.4,486530.0,54.75
Djibouti,Middle East & North Africa,2007,2058.87,496374.0,55.08
Djibouti,Middle East & North Africa,2008,2125.61,506221.0,55.42
Iraq,Middle East & North Africa,1990,7525.13,18134702.0,64.36
Iraq,Middle East & North Africa,1991,2913.94,17471586.0,65.06
Iraq,Middle East & North Africa,1992,3703.06,17861905.0,65.9
Iraq,Middle East & North Africa,1993,3613.88,18404698.0,66.85
Iraq,Middle East & North Africa,1994,3350.26,18969505.0,67.88
Iraq,Middle East & North Africa,1995,2973.04,19557247.0,68.89
Iraq,Middle East & North Africa,1996,3264.74,20161940.0,69.8
Iraq,Middle East & North Africa,1997,3062.95,20775703.0,70.54
Iraq,Middle East & North Africa,1998,3438.69,21397764.0,71.04
Iraq,Middle East & North Africa,1999,3643.97,22031349.0,71.28
Iraq,Middle East & North Africa,2000,3951.74,22675617.0,71.24
Iraq,Middle East & North Africa,2001,4209.66,23331985.0,70.92
Iraq,Middle East & North Africa,2002,4402.9,24001816.0,70.4
Iraq,Middle East & North Africa,2003,3366.63,24683313.0,69.77
Iraq,Middle East & North Africa,2004,3293.16,25374691.0,69.1
Iraq,Middle East & North Africa,2005,3200.0,26074906.0,68.5
Iraq,Middle East & North Africa,2006,3299.56,26783383.0,68.06
Iraq,Middle East & North Africa,2007,3254.5,27499638.0,67.84
Iraq,Middle East & North Africa,2008,3467.12,28221181.0,67.86
Israel,Middle East & North Africa,1990,17495.15,4512068.0,77.08
Israel,Middle East & North Africa,1991,17543.46,4756279.0,76.93
Israel,Middle East & North Africa,1992,18051.52,4936550.0,76.8
Israel,Middle East & North Africa,1993,18202.42,5062136.0,77.39
Israel,Middle East & North Africa,1994,19299.93,5184895.0,77.64
Israel,Middle East & North Africa,1995,20145.03,5305120.0,77.62
Israel,Middle East & North Africa,1996,20644.52,5420065.0,78.23
Israel,Middle East & North Africa,1997,20896.61,5531387.0,78.12
Israel,Middle East & North Africa,1998,21113.01,5638981.0,78.29
Israel,Middle East & North Africa,1999,21332.8,5742719.0,78.57
Israel,Middle East & North Africa,2000,22834.93,5842454.0,78.75
Israel,Middle East & North Africa,2001,22377.18,5938093.0,79.16
Israel,Middle East & North Africa,2002,21905.6,6029529.0,79.15
Israel,Middle East & North Africa,2003,22090.73,6116533.0,79.5
Israel,Middle East & North Africa,2004,22930.28,6199008.0,79.96
Israel,Middle East & North Africa,2005,23846.0,6276883.0,80.02
Israel,Middle East & North Africa,2006,24667.09,6352117.0,80.37
Israel,Middle East & North Africa,2007,25392.0,6426679.0,80.46
Israel,Middle East & North Africa,2008,25839.31,6500389.0,80.84
Jordan,Middle East & North Africa,1990,3399.1,3262054.0,66.97
Jordan,Middle East & North Africa,1991,3124.26,3630633.0,67.4
Jordan,Middle East & North Africa,1992,3431.59,3867409.0,67.81
Jordan,Middle East & North Africa,1993,3524.17,3984238.0,68.2
Jordan,Middle East & North Africa,1994,3610.78,4082087.0,68.58
Jordan,Middle East & North Africa,1995,3732.14,4201514.0,68.94
Jordan,Middle East & North Africa,1996,3668.74,4363534.0,69.29
Jordan,Middle East & North Africa,1997,3645.38,4526235.0,69.62
Jordan,Middle East & North Africa,1998,3624.61,4685946.0,69.94
Jordan,Middle East & North Africa,1999,3626.38,4842831.0,70.25
Jordan,Middle East & North Africa,2000,3664.56,4998564.0,70.55
Jordan,Middle East & North Africa,2001,3742.83,5153378.0,70.84
Jordan,Middle East & North Africa,2002,3844.92,5307470.0,71.12
Jordan,Middle East & North Africa,2003,3894.25,5460265.0,71.4
Jordan,Middle East & North Africa,2004,4115.51,5611202.0,71.66
Jordan,Middle East & North Africa,2005,4294.0,5759732.0,71.92
Jordan,Middle East & North Africa,2006,4531.28,5906760.0,72.17
Jordan,Middle East & North Africa,2007,4829.01,6053193.0,72.41
Jordan,Middle East & North Africa,2008,5086.65,6198677.0,72.65
Kuwait,Middle East & North Africa,1990,22095.96,2142011.0,74.82
Kuwait,Middle East & North Africa,1991,29268.87,954071.0,75.02
Kuwait,Middle East & North Africa,1992,34932.92,1418095.0,75.19
Kuwait,Middle East & North Africa,1993,44804.87,1483773.0,75.35
Kuwait,Middle East & North Africa,1994,46467.09,1551427.0,75.52
Kuwait,Middle East & North Africa,1995,44959.08,1620808.0,75.7
Kuwait,Middle East & North Africa,1996,41620.24,1692893.0,75.88
Kuwait,Middle East & North Africa,1997,40300.62,1765345.0,76.06
Kuwait,Middle East & North Africa,1998,38056.53,1835863.0,76.23
Kuwait,Middle East & North Africa,1999,36011.27,1905246.0,76.4
Kuwait,Middle East & North Africa,2000,36397.96,1973572.0,76.55
Kuwait,Middle East & North Africa,2001,35249.64,2041961.0,76.7
Kuwait,Middle East & North Africa,2002,35110.11,2111561.0,76.84
Kuwait,Middle East & North Africa,2003,39560.79,2183161.0,76.98
Kuwait,Middle East & North Africa,2004,42275.64,2257549.0,77.12
Kuwait,Middle East & North Africa,2005,44947.0,2335648.0,77.26
Kuwait,Middle East & North Africa,2006,44411.38,2418393.0,77.39
Kuwait,Middle East & North Africa,2007,43774.85,2505559.0,77.53
Kuwait,Middle East & North Africa,2008,44783.08,2596799.0,77.66
Lebanon,Middle East & North Africa,1990,4849.2,3147267.0,68.61
Lebanon,Middle East & North Africa,1991,6627.25,3193208.0,68.88
Lebanon,Middle East & North Africa,1992,6890.81,3219994.0,69.14
Lebanon,Middle East & North Africa,1993,7323.93,3252469.0,69.39
Lebanon,Middle East & North Africa,1994,7844.05,3290707.0,69.61
Lebanon,Middle East & North Africa,1995,8271.72,3334733.0,69.82
Lebanon,Middle East & North Africa,1996,8509.88,3382135.0,70.01
Lebanon,Middle East & North Africa,1997,8754.96,3430388.0,70.18
Lebanon,Middle East & North Africa,1998,8920.81,3479269.0,70.34
Lebanon,Middle East & North Africa,1999,8754.7,3528559.0,70.5
Lebanon,Middle East & North Africa,2000,8809.99,3578036.0,70.65
Lebanon,Middle East & North Africa,2001,9110.35,3627774.0,70.8
Lebanon,Middle East & North Africa,2002,9313.94,3677780.0,70.97
Lebanon,Middle East & North Africa,2003,9598.46,3727703.0,71.14
Lebanon,Middle East & North Africa,2004,10207.45,3777218.0,71.31
Lebanon,Middle East & North Africa,2005,10212.0,3826018.0,71.5
Lebanon,Middle East & North Africa,2006,10256.98,3874050.0,71.69
Lebanon,Middle East & North Africa,2007,11026.25,3921278.0,71.88
Lebanon,Middle East & North Africa,2008,11864.38,3967467.0,72.08
Libya,Middle East & North Africa,1990,11069.61,4139825.0,67.83
Libya,Middle East & North Africa,1991,10228.75,4252354.0,68.35
Libya,Middle East & North Africa,1992,9640.14,4364501.0,68.86
Libya,Middle East & North Africa,1993,9056.06,4475679.0,69.37
Libya,Middle East & North Africa,1994,8810.1,4585017.0,69.88
Libya,Middle East & North Africa,1995,8737.85,4654252.0,70.38
Libya,Middle East & North Africa,1996,9051.46,4686329.0,70.86
Libya,Middle East & North Africa,1997,9467.45,4759670.0,71.29
Libya,Middle East & North Africa,1998,8998.07,4874638.0,71.67
Libya,Middle East & North Africa,1999,8966.93,4993414.0,71.98
Libya,Middle East & North Africa,2000,9139.68,5115450.0,72.25
Libya,Middle East & North Africa,2001,9539.9,5240599.0,72.49
Libya,Middle East & North Africa,2002,9534.68,5368585.0,72.7
Libya,Middle East & North Africa,2003,9954.11,5499074.0,72.92
Libya,Middle East & North Africa,2004,10304.93,5631585.0,73.14
Libya,Middle East & North Africa,2005,10804.0,5765563.0,73.36
Libya,Middle East & North Africa,2006,11305.18,5900754.0,73.6
Libya,Middle East & North Africa,2007,11916.54,6036914.0,73.83
Libya,Middle East & North Africa,2008,12079.02,6173579.0,74.06
Morocco,Middle East & North Africa,1990,3002.1,24685960.0,64.1
Morocco,Middle East & North Africa,1991,3138.3,25244056.0,64.63
Morocco,Middle East & North Africa,1992,2948.05,25798239.0,65.15
Morocco,Middle East & North Africa,1993,2857.36,26350819.0,65.64
Morocco,Middle East & North Africa,1994,3090.03,26900833.0,66.12
Morocco,Middle East & North Africa,1995,2828.67,27446860.0,66.59
Morocco,Middle East & North Africa,1996,3112.23,27989535.0,67.04
Morocco,Middle East & North Africa,1997,2982.1,28529501.0,67.47
Morocco,Middle East & North Africa,1998,3156.79,29065648.0,67.89
Morocco,Middle East & North Africa,1999,3097.02,29596788.0,68.3
Morocco,Middle East & North Africa,2000,3073.43,30122350.0,68.69
Morocco,Middle East & North Africa,2001,3211.29,30645305.0,69.08
Morocco,Middle East & North Africa,2002,3258.5,31167783.0,69.44
Morocco,Middle East & North Africa,2003,3400.37,31689265.0,69.79
Morocco,Middle East & North Africa,2004,3519.46,32209101.0,70.13
Morocco,Middle East & North Africa,2005,3547.0,32725847.0,70.44
Morocco,Middle East & North Africa,2006,3774.77,33241259.0,70.75
Morocco,Middle East & North Africa,2007,3832.92,33757175.0,71.03
Morocco,Middle East & North Africa,2008,3990.75,34272968.0,71.31
Oman,Middle East & North Africa,1990,17485.61,1772974.0,69.75
Oman,Middle East & North Africa,1991,17828.04,1843255.0,70.38
Oman,Middle East & North Africa,1992,18616.71,1915208.0,70.91
Oman,Middle East & North Africa,1993,19021.94,1988746.0,71.34
Oman,Middle East & North Africa,1994,19083.44,2058553.0,71.7
Oman,Middle East & North Africa,1995,19325.59,2130934.0,71.99
Oman,Middle East & North Africa,1996,19207.86,2205958.0,72.25
Oman,Middle East & North Africa,1997,19702.06,2283635.0,72.5
Oman,Middle East & North Africa,1998,19545.61,2364049.0,72.76
Oman,Middle East & North Africa,1999,18843.38,2447279.0,73.04
Oman,Middle East & North Africa,2000,19204.29,2533389.0,73.35
Oman,Middle East & North Africa,2001,19945.39,2622198.0,73.68
Oman,Middle East & North Africa,2002,19774.84,2713462.0,74.02
Oman,Middle East & North Africa,2003,19497.67,2807125.0,74.34
Oman,Middle East & North Africa,2004,19870.6,2903165.0,74.66
Oman,Middle East & North Africa,2005,20334.0,3001583.0,74.95
Oman,Middle East & North Africa,2006,20984.34,3102229.0,75.22
Oman,Middle East & North Africa,2007,21239.98,3204897.0,75.48
Oman,Middle East & North Africa,2008,22789.62,3309440.0,75.72
Qatar,Middle East & North Africa,1990,40510.85,481477.0,69.1
Qatar,Middle East & North Africa,1991,39011.46,504531.0,69.42
Qatar,Middle East & North Africa,1992,41781.68,529399.0,69.77
Qatar,Middle East & North Africa,1993,40684.8,557008.0,70.13
Qatar,Middle East & North Africa,1994,40794.94,585368.0,70.52
Qatar,Middle East & North Africa,1995,41058.27,613142.0,70.93
Qatar,Middle East & North Africa,1996,42008.11,640524.0,71.36
Qatar,Middle East & North Africa,1997,52938.65,667336.0,71.81
Qatar,Middle East & North Africa,1998,57390.75,693592.0,72.27
Qatar,Middle East & North Africa,1999,57836.84,719306.0,72.73
Qatar,Middle East & North Africa,2000,60394.43,744483.0,73.18
Qatar,Middle East & North Africa,2001,59277.98,769152.0,73.61
Qatar,Middle East & North Africa,2002,60016.0,793341.0,74.01
Qatar,Middle East & North Africa,2003,58706.15,817052.0,74.38
Qatar,Middle East & North Africa,2004,67458.36,840290.0,74.71
Qatar,Middle East & North Africa,2005,68696.0,863051.0,75.0
